session_id,action_type,query,intent,answer,status
aa5eef55-fe08-4a25-adbb-5830a51b6fee,typed,Hlo,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
69796f36-2723-44c0-b2f4-3582c9eca874,typed,seeming machine,Search a Product,"Please visit <a href=""https://m.indiamart.com/"" target=_blank>https://m.indiamart.com/</a> and search for the product/company name using search box

<a href=""https://help.indiamart.com/knowledge-base/search-a-product/"" target=_blank>Know More</a>",Y
1356ff9e-12ac-4c24-9679-aa6bf74d7d2c,template,I purchase g20 groundnut 30 kg in ahmedabad,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
0bf1bdb2-0738-4a2d-b63b-da0601610068,typed,134/-gst,Update GST,"GST is mandatory for both Paid Services and Purchasing BuyLead.
You can create your free Catalog without a GST number.

To get your GST details updated, please call us at 09696969696 or write to us at customercare@indiamart.com.

<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/odTIS2xOXjc"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",N
2d3eb460-de1b-48dd-92b9-f8d16b38f7b6,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
9c776e7f-baa8-4e81-8a9c-b1716bbb7884,typed,Humko seet chahiye,Prompt reply from seller,"When you search for a seller/ product at  <a href=""https://www.indiamart.com/"" target=""_blank""><b>IndiaMART Panel</b></a>, the result page appears with a list of sellers with a â€˜Send Enquiryâ€™ button. 
Click on the button against the seller name and send your business enquiry directly to him. Alternately, you can also call the seller on the virtual number shared on sellerâ€™s catalog.",NA
e9ff4d57-ec05-44b5-8ffe-fc8483caea34,typed,Ok,,Good!,Y
a11af988-1bd5-45a5-ace4-8c836b5c2a1f,typed,Bay kha se kare,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
dc05f0da-9e51-478a-9bbb-4ac2b6d6603b,typed,Captcha service I need,Search a Product,"Please visit <a href=""https://m.indiamart.com/"" target=_blank>https://m.indiamart.com/</a> and search for the product/company name using search box

<a href=""https://help.indiamart.com/knowledge-base/search-a-product/"" target=_blank>Know More</a>",Y
545e2432-d69a-41f3-9f8d-c141ac80bb64,typed,Banda achcha Nahin lagta Hai Kisi Ka picha Karen najayaz isase behtar yahi hai ki Bande ko poochh Lena chahie,Resolution of Business card,Business/visiting card should have a maximum resolution of 1000 x 1000 pixel.,NA
693a9021-c6a5-435f-8b86-48f653a81bcf,typed,Ho,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
848cffe1-4e31-4e0e-98bb-6073acdb041d,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
98bc549d-903e-431a-aef7-6d334a9fb772,typed,"https://youtu.be/9vZAI9tG5wA?si=yKvTdjMoqkQx3VZ7
https://youtu.be/ZUMxBvN6Z2c?si=5ovRf7LTeYngR3_L",Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
2faa450a-2164-4ad4-bf40-1634943c649a,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
861c1c19-1607-44a8-8e51-8cb7a5a65c38,typed,When can I get this product,Buy Requirement,"<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/hoNbBeH7OGY"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>

We will help you discover the sellers who can serve your purpose. We will also send you a list of sellers via SMS & Email.

Please click<a href=""https://my.indiamart.com/buyertools/postbl/?modid=HELPIM"" target=_blank>here</a> to post your requirement.

<a href=""https://help.indiamart.com/knowledge-base/buy-requirement/"" target=_blank>Know More</a>",Y
ffe49b4e-faa4-4060-a8af-f45fcb405642,typed,BuyLeads,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",Y
1e4a98cb-6cbd-4030-808d-437b8d59f05d,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
ad058ffe-d5e1-499c-a0de-02ad7979e0ab,typed,Kitna pessa ka hai sir,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",NA
8b97d567-0f3e-4e4a-9f20-6aac705429f5,suggested,Sell,How to Sell on IndiaMART,"To sell items on IndiaMART, you need to <a href=""https://seller.indiamart.com/"" target=_blank>Register on IndiaMART</a> as a Seller.

We will be collecting basic details from you like name, phone number, company name, email, address and GST (optional) to get you registered on the platform.
Post approval, you will be able to sell items on IndiaMART.

Click <a href=""https://help.indiamart.com/knowledge-base/how-to-sell-on-indiamart"" target=_blank> here</a> to know more.",Y
e6e1cc34-bff1-4381-b1d2-5ee547de3caa,typed,Mother chad,Indiamart provide shipping,"IndiaMART acts only as a marketplace for connecting buyers with suppliers. It does not provide logistic services to the users. 

However, users can use our <a href=""https://shipwith.indiamart.com"" target=_blank>shipwith.indiamart.com</a> platform to post their logistics requirements and connect with prominent logistics service providers.

Click <a href=""https://help.indiamart.com/knowledge-base/indiamart-provide-shipping/"" target=_blank>to know more</a>",NA
abefc957-0140-4a64-b494-6fc67da61632,template,Thank you for contacting MARUTI FASHION! Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
728bfeb8-6577-4c11-b257-0a1f307165ab,typed,SMD 1.5 A fuse,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
9384ff84-e10c-4d75-8f39-ba40056e61bc,typed,Price,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
d42f7d37-df7c-4cb1-b42e-0eaac2e3521b,typed,Get me some other colors,Buy Requirement,"<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/hoNbBeH7OGY"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>

We will help you discover the sellers who can serve your purpose. We will also send you a list of sellers via SMS & Email.

Please click<a href=""https://my.indiamart.com/buyertools/postbl/?modid=HELPIM"" target=_blank>here</a> to post your requirement.

<a href=""https://help.indiamart.com/knowledge-base/buy-requirement/"" target=_blank>Know More</a>",Y
bedc8d84-5dd2-4dea-a2df-420f778b4b60,template,Rupee,Create Free Catalog,"You can create a free seller account on IndiaMART by filling up the registration form.
Please click on the below-given option to start the process.",N
53449ef4-3e39-4f2f-a376-d447bd82d356,template,Thank you for contacting! Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
008bf9d0-e4af-4ee3-b93d-2ae853877795,typed,Lead Manager,Lead Manager,"Lead Manager on your seller panel is designed to organize, manage, and track all your leads in the most efficient way and convert them into a business. 

Please click on <a href=""https://m.indiamart.com/messages/"" target=""_blank"">here</a> to access your Lead Manager.

<a href=""https://help.indiamart.com/knowledge-base/lead-manager/"" target=_blank>Know More</a>",Y
a9207f26-8a2f-4ab4-9a13-70931e6ba818,typed,Gitti ka kya chitrkut chal raha hai,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
f4dd07f0-bf22-42fc-9d47-65894ae94ad3,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
8e70f985-e9a5-495f-a9f9-d2a5caa65207,typed,Ha.iwana.pain.gel,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
7e4cd07c-dc7e-4043-95b7-62138155c3da,typed,Kitne Mein aaega sticker bhai,Contact number adding limit in PNS,"PNS can be activated on 8 contact numbers of which at least one number should be a mobile number.

<b>Note:</b>
SMS cannot be delivered to the landline numbers hence it is mandatory for clients to register at least one mobile number in PNS.",NA
17e1b3d8-0f47-4526-95a0-5ffc011bc6ac,template,Hello call me,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,Y
35208e08-de44-40f0-9300-db60e89e63ed,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
52383069-7c2e-4e81-ba95-63359c9a597f,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
8765ecb3-e14f-4c30-8e6a-ebf785f0bce1,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
81e0dbdd-117c-4ce8-bf50-fb2182e71ee1,typed,Hii,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
17f734e9-7ffc-4b73-abbf-9e97be4acd9d,typed,Matlab matlab,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
9764081c-1512-4114-8633-87ea910cf0af,typed,Palazzo,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
7b828a25-9931-440d-9631-838dd3faa616,typed,Elbendazol,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
098b5718-46dc-45a5-a92e-3dce20c36b47,template,Thank you for contacting Ashesh Copper! Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
6058fccd-c6b7-4ec3-b48b-be118c76bdf4,suggested,Sell,How to Sell on IndiaMART,"To sell items on IndiaMART, you need to <a href=""https://seller.indiamart.com/"" target=_blank>Register on IndiaMART</a> as a Seller.

We will be collecting basic details from you like name, phone number, company name, email, address and GST (optional) to get you registered on the platform.
Post approval, you will be able to sell items on IndiaMART.

Click <a href=""https://help.indiamart.com/knowledge-base/how-to-sell-on-indiamart"" target=_blank> here</a> to know more.",Y
b17d2f4c-1ca8-472b-8453-cbb22744411f,template,Sir India Mart par ret km rahta h dete jyada me h,Create Free Catalog,"You can create a free seller account on IndiaMART by filling up the registration form.
Please click on the below-given option to start the process.",NA
ffcb2e4a-5f5d-4eb1-a67f-8c0c0bd031bc,typed,Prise,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
69f3ee6d-5200-4f8a-b04c-415c9409d25f,typed,Select mu catalog,Catalog Views,"""Log into seller.indiamart.com
Visit Your catalog viewers 
This page displays the history of visits on your website""",N
527d5165-1164-4d78-bb69-5d357fa30e43,typed,Lead Manager,Lead Manager,"Lead Manager on your seller panel is designed to organize, manage, and track all your leads in the most efficient way and convert them into a business. 

Please click on <a href=""https://m.indiamart.com/messages/"" target=""_blank"">here</a> to access your Lead Manager.

<a href=""https://help.indiamart.com/knowledge-base/lead-manager/"" target=_blank>Know More</a>",Y
619709a2-a1a4-40a8-84dc-310ef3b7f8da,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
ab1405ac-9fba-4036-8332-b3830ff41a09,typed,I want untanted kit 5 tablet,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,N
ecc06ef7-76e4-4f4a-be74-2e3089e16c6d,typed,Yaa,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
707cb992-712e-4bc9-b6cb-d16e47ae7065,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
43a8e778-be5d-4a6a-83e7-3cdd653ea2c4,typed,Thanks,,Anytime. Thats what Im here for.,Y
754d2e02-1ba4-41a0-a9b0-9168c39ee140,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
8eb5690d-f2ef-4eac-a148-ed6e41b25f5e,suggested,Filter BuyLeads,Different Filter for Buy Lead,"You can sort/filter BuyLeads as per your requirement, using the following BuyLead filters:

<b>Order Value Filter</b>
â€¢ Above 50,000 || Below 50,000

<b>Lead Type Filter</b>
â€¢ Retail | Bulk

<b>Location Filter</b>
â€¢ Local Area | My State | India | All | Foreign",Y
ccac0b87-dc18-4383-80f1-079f09edb267,typed,Delivery pandringala,Indiamart provide shipping,"IndiaMART acts only as a marketplace for connecting buyers with suppliers. It does not provide logistic services to the users. 

However, users can use our <a href=""https://shipwith.indiamart.com"" target=_blank>shipwith.indiamart.com</a> platform to post their logistics requirements and connect with prominent logistics service providers.

Click <a href=""https://help.indiamart.com/knowledge-base/indiamart-provide-shipping/"" target=_blank>to know more</a>",NA
5880e08d-0d79-4263-bb9e-7a05aa77620b,typed,"Hello, I am interested in Color Prediction Game, Mobile & PC in Delhi.",Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
4f16f9d2-b712-40cd-830d-baec4558b82c,typed,BuyLeads,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",Y
ec2a8276-a8f1-4a5d-91e9-79270b3d5147,typed,not able to find edit contact,Increase Visibility of Products,"Follow these steps to improve the visibility of your products:
â€¢ Enter a relevant and clear product name
â€¢ Choose a high-resolution product image
â€¢ Besides text description, use multi-picture illustration, as well as trading details such as price, payment methods, minimum order and your trading reputation in detail. This helps to win buyer trust and interest in doing business with you.
â€¢ Map your products to the most relevant and suitable product category on IndiaMART.",N
6e86e4d5-1956-4dfe-b11a-16289bd7eea4,typed,BuyLeads,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",Y
31c70284-c42f-4957-838b-2d81039a91dd,typed,Sizes more,Visiting Card Size,The maximum size of business/visiting card is 1 MB.,N
a182321e-c6d5-4295-bbc9-8f14b9aecca4,template,Call me,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,Y
908203d3-811a-4925-9f48-1197d04be54c,typed,How much price,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
2becc327-71fd-4c13-97eb-d15830c15544,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
7b19a565-fef7-46d5-9fd5-4bd23f755402,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
4de193a3-6166-4c00-b64c-e4003e707972,typed,Is it a new or used camera let me know.,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
eac73452-11da-49b7-a92a-4ee9db904fcf,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
9ddaf286-ebaa-4100-a05b-5a379cc4cc00,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
91f3b1c7-6529-4ba6-9c7f-4a91cc8bb48b,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
11bf89f8-e3a6-49e2-b860-2ac334c41735,template,Call me please,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,Y
e203d006-def2-484c-b4ec-55f25de225f4,typed,ðŸ™,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
f291f625-b273-48b8-a024-350f38a6689e,typed,Ye praffin wax hai kya,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",NA
401385ea-157d-4a91-8c79-8f7274234da6,typed,How much is the price in US dollars?,Currency unit in product Prices,"No, we accept product prices only in Indian currency. We, therefore, request you to convert the foreign currency prices in INR and add approx. price on your catalog.",N
ee985a36-7d3c-40f4-9c11-1a8e1f4e39df,typed,Sir,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
2c2ad62d-e9a3-4d80-b87e-6e475a5704ba,typed,Hy,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
cf2dfc15-ff88-4b43-8990-d085d9a6660f,typed,Sir,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
5775ac17-af7e-4378-bb7a-ac0799ff84c4,typed,Ok,,Great!,Y
01d65608-e047-4dba-b2f8-1559c1a22072,typed,How is the shipping?,Indiamart provide shipping,"IndiaMART acts only as a marketplace for connecting buyers with suppliers. It does not provide logistic services to the users. 

However, users can use our <a href=""https://shipwith.indiamart.com"" target=_blank>shipwith.indiamart.com</a> platform to post their logistics requirements and connect with prominent logistics service providers.

Click <a href=""https://help.indiamart.com/knowledge-base/indiamart-provide-shipping/"" target=_blank>to know more</a>",Y
e356ee85-bcaa-4cc0-83e0-df26150aa76a,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
0cc00eb7-e4d8-4275-82bb-ed1cf78cea7d,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
724966d3-fda2-4db0-a7d3-2c76fb5c6079,typed,Powder cotting booth,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
ce207536-f10e-4b3e-bb37-a96f734c4e94,typed,Oreva calculator,PWIM Rate Calculator,"Please refer to the link :- 
==> https://seller.indiamart.com/pwim/invoice/feecalc",N
895bf9dd-a02d-410f-b07d-7e22daf74b8d,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
6714e865-7a5b-4d04-9639-0887ca8bfa58,typed,"Hi ,  who is this woman , please find out .",Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
6fac5aed-263f-48e6-bf02-a3e5cdf3ad7b,typed,On 20 dec 2023 a woman from Indiamart used foul and abusive language   for me.  Find out who is she and what action u have taken . Voice recrding has been sent along with this massage . AR,Bill Invoice,"You can directly access your payment invoices from the Invoices section on your seller dashboard.

You can Print/Download/Email your Invoices from the Invoices/Credit Notes Section of seller dashboard.

Please visit <a href=""https://seller.indiamart.com/misc/myinvoice/"" target=_blank>Bills & Invoices/</a> to see list of all your invoices.

<a href=""https://help.indiamart.com/knowledge-base/bill-invoice/"" target=_blank>Know More</a>",N
23215d19-bba4-4def-b3b1-edd34e9cbab2,typed,"Thank you for your message. Were unavailable right now, but will respond as soon as possible.",Manage Alerts,"Open your settings page from IndiaMART App.
You can manage your  alerts in the notification settings,

Please Note: Currently, for email, you cannot disable email notification for PNS. You will get email notification by default for missed and answered calls

<a href=""https://help.indiamart.com/knowledge-base/manage-alerts/"" target=_blank>Know More</a>",N
8d93f152-c0b8-4094-8d94-55ec91d9fa94,template,Thank you for contacting The Only Print! Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
57494aa3-003a-45a3-958f-177aba959710,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
dd74b035-c796-4399-aa5d-4652480c6575,typed,Show me condam pic all,Add Product images,"To add your products please visit <a href=""https://m.indiamart.com/products/"" target=_blank>here</a> 
You can also add products using IndiaMART mobile App. 
Visit <a href=""https://imart.page.link/kVkFL"">here</a>

 <a href=""https://help.indiamart.com/knowledge-base/add-product-images"" target=_blank>Know More</a>",N
16eb24cc-e28e-4062-aef4-1252032a90f7,typed,Can we use same tablet for men as well??,Website as job portal,No. You can post information of job openings of your organization only in this section.,N
ace90c66-d067-4e1c-a09a-7e169ac2ae58,typed,Payment done,Secure Payments,"Pay with IndiaMART is a secure Gateway solution to IndiaMART Buyers and Sellers.
Please visit <a href=""https://paywith.indiamart.com/"" target=_blank>https://paywith.indiamart.com/</a> to initiate transaction.

<a href=""https://help.indiamart.com/knowledge-base/buyer-pays-through-pyim/"" target=_blank>Know More</a>",N
1bc2d505-9648-4f60-816e-97a644ec4355,typed,Menu,Default Welcome Intent,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
f9cae17c-826f-4be5-8e3a-a72d36c40a99,suggested,Manage Account,Manage Catalog,"What kind of details would you like to change?
Please select from the available options or type your query",Y
7374dd2e-49a1-4497-ad0e-831d2aba3150,typed,8 set valleyball uniform,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
768daea6-6ba2-4243-923e-ca3ab4d99ba3,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
497a7590-6e27-4802-94e3-87a88d976523,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
74432639-bd18-4aa0-b011-487f4a3a062e,typed,I need the product,Products not Visible,"The products added by you reflect on your catalog within 24 hours (subject to approval by IndiaMART). If the product is not listed on catalog, you must first check if the product listing has been approved or rejected. To view the list of your rejected products, visit â€˜Products & Groupsâ€™ >> â€˜Manage Productsâ€™ >> â€˜Rejectedâ€™ tab. Here, you will also be able to see the reason for rejection of your listing.

If still the Problem is not Resolved
You can contact us at 09696969696 or write to us at customercare@indiamart.com.",N
12a73f6f-316f-42ee-8506-bdf4efc0ab7f,typed,Hlw,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
d90656ff-854c-45ab-85cd-3f857e2ebb61,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
41bc457b-330c-415d-83cd-5d4beacf4a18,suggested,My BuyLeads,My BuyLeads,"To know about your buyleads, please:",Y
4970ac0e-d9c3-41ef-9db9-1f77d3c02342,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
85e1ef92-6695-4f6f-b498-3606ee35b35f,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
bf8c91a1-22ff-4e15-8ed0-bca935df0b86,typed,Product original?,Products not Visible,"The products added by you reflect on your catalog within 24 hours (subject to approval by IndiaMART). If the product is not listed on catalog, you must first check if the product listing has been approved or rejected. To view the list of your rejected products, visit â€˜Products & Groupsâ€™ >> â€˜Manage Productsâ€™ >> â€˜Rejectedâ€™ tab. Here, you will also be able to see the reason for rejection of your listing.

If still the Problem is not Resolved
You can contact us at 09696969696 or write to us at customercare@indiamart.com.",N
586635c3-01c1-4b9b-98cc-f6b6dc7c671f,typed,Price usd please?,Currency unit in product Prices,"No, we accept product prices only in Indian currency. We, therefore, request you to convert the foreign currency prices in INR and add approx. price on your catalog.",Y
3851270f-e5b8-4cc2-b4a6-7e0a473fa837,typed,Thank you for contacting Mayur Plasma & weld system! Please let us know how we can help you.,Default Welcome Intent,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
93688ca8-29f7-4b42-883d-ef02afe313fa,typed,Quantity 50 ml,Minimum Order Quantity,"""Adding Minimum Order Quantity (MOQ) on a product displays the minimum quantity of a particular product you are willing to sell.
This helps in reducing enquiries with quantities less than the minimum you want to sell per order.""",N
245cb98c-318c-4ef0-b002-068c427cde2e,typed,"Thank you for contacting Mahadev Traders! We are dealer in silicon carbide, Brown Aluminum and white Aluminum with Micro powder Please let us know how we can help you.",Search a Product,"Please visit <a href=""https://m.indiamart.com/"" target=_blank>https://m.indiamart.com/</a> and search for the product/company name using search box

<a href=""https://help.indiamart.com/knowledge-base/search-a-product/"" target=_blank>Know More</a>",N
c219601b-9889-4df3-8243-9b8a75503aa4,typed,"I didnt receive my employee Id.
But received a message to start calling.
How can I start calling?",Manage Alerts,"Open your settings page from IndiaMART App.
You can manage your  alerts in the notification settings,

Please Note: Currently, for email, you cannot disable email notification for PNS. You will get email notification by default for missed and answered calls

<a href=""https://help.indiamart.com/knowledge-base/manage-alerts/"" target=_blank>Know More</a>",N
b729234b-28be-49df-bd3d-71171518438b,typed,Heylo,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
86ad9439-2142-44f5-bb73-25896417be8f,typed,Rate,Check seller rating,"Your average rating is visible under below your name on Seller section. Please note rating will start reflecting on your panel only if your buyers have rated you. There is no default rating.

Click <a href=""https://seller.indiamart.com/companyprofile/ratings"" target=""_blank""><b>here</b></a> to view your ratings.",N
a65bc7d7-402e-43da-a0ae-cc79f83fa07b,suggested,New BuyLeads,Search Buy Lead in Indiamart,"To search latest buyleads, please click <a href=""m.indiamart.com/bl/?ref=recent"">here</a>

<a href=""https://help.indiamart.com/knowledge-base/search-buy-lead-in-indiamart/"" target=_blank>Know More</a>",Y
c7bd4421-922a-4eb2-8f4c-049e44ee313e,typed,Im a buyer,Im Buyer,Please select from the available options,Y
ded4e077-3e3b-426f-ba33-ff5ee541a196,typed,Bearing nail,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
69b06751-814c-41e2-b894-22b40de5cf5f,typed,Rate,Check seller rating,"Your average rating is visible under below your name on Seller section. Please note rating will start reflecting on your panel only if your buyers have rated you. There is no default rating.

Click <a href=""https://seller.indiamart.com/companyprofile/ratings"" target=""_blank""><b>here</b></a> to view your ratings.",N
b7aea83a-4981-4f1c-ad8e-bf18172ef392,typed,Price,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
d4c4dff5-eb07-4c88-a68f-be6add8b438e,typed,please share the video of this watch,Add Product Videos,"You can also add your product video using IndiaMART mobile App. 
Visit <a href=""https://imart.page.link/kVkFL"">here</a> 

Click on Add Video option & provide the video URL",N
2b64e84a-3735-4969-a46f-237da997485d,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
3df30595-8f1d-4636-9b3b-22565070e235,typed,I just want u to take acton whi,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
e56da43e-8bde-4ea1-8e72-1de99214cb29,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
de0f799a-2e69-4111-a788-cefb2e3ff14d,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
3062e074-3021-4532-b2c3-d03c9285f46b,typed,ð,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
6e9a6fe5-0910-4e27-8fb7-43661c6ea556,typed,Ok,,Good!,Y
11d9d2cc-6544-4d2e-a53b-6642897ab0d3,typed,Bhang goli kya hai,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",NA
58e59988-88ee-4cbd-824e-291e221e0be3,typed,Sara din chhat per rahte hain aap pata nahin kidhar gayab ho jaate Ho,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
723e08c2-7d26-4bfc-803e-ebf0d2f87bfd,typed,300 ml bottle price..?,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",N
e03f761e-7135-4f97-9c6c-9557aa76a50d,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
b94e8c44-128f-4780-96ca-c5e3a3cc61bd,suggested,My BuyLeads,My BuyLeads,"To know about your buyleads, please:",Y
58b4e5d5-4f66-4e3b-81ac-9042187dc087,typed,â“žâ“š,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
52e0e036-462e-43bb-b6e8-cf5f93a9ea2a,template,10 kg mil sakta,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,NA
e4480347-fed1-47ad-aaa5-3c7f3eaf484c,typed,Hello,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
b9a3748f-3789-42a5-a1e7-b2a3b633c30d,typed,Enquiry,Send Enquiry to a Supplier,"Ypou can search for a supplier/product at www.IndiaMART.com
Youâ€™ll be able to see a list of suppliers who deal in your required product.
Click on the â€˜Send Enquiryâ€™ button for the supplier and send your business enquiry directly to him.

<a href=""https://help.indiamart.com/knowledge-base/send-enquiry-to-a-supplier/"" target=_blank>Know More</a>",Y
